lon,lat,route
139.782075,35.686245,1
138.5816798,36.9884835,2
138.3877614,36.8815106,3
138.388223,36.8521479,4
138.322324,36.8005161,5
138.1901619,36.8182909,6
138.2948649,36.689123,7
138.4046221,36.7413505,8
138.590048,36.614528,9
138.638618,36.607483,10
