lon,lat,route
139.782075,35.686245,1
138.7552499,35.8625522,2
138.7183679,35.7544617,3
138.4277858,35.8657383,4
138.3167144,35.8789005,5
138.2769108,35.8632686,6
138.3306551,35.8103246,7
138.4385896,35.7484117,8
138.471159,35.6380315,9
138.5452121,35.5849397,10
138.472064,35.557015,11
138.512894,35.469985,12
138.437249,35.418592,13
138.446941,35.306755,14
138.4850509,35.2417855,15
