lon,lat,route
139.782075,35.686245,1
138.440822,36.236692,2
138.4043068,36.2575102,3
138.331675,36.276288,4
138.2575884,36.2729409,5
138.1403249,36.2306352,6
138.140884,36.372865,7
138.205586,36.407122,8
138.3595655,36.3347839,9
138.3738973,36.3557148,10
