lon,lat
139.3414749,35.6866238
139.0156098,35.1867643
139.0314839,35.3798757
139.2771732,35.4825222
138.7927141,35.6359342
138.698504,35.480152
138.989848,35.503387
138.7343049,35.5043462
138.8019802,35.4591861
138.923819,35.78926
138.949946,35.75396
138.931227,35.582917
139.782075,35.686245
