,id,lat,lon,label
140,19019,35.75396,138.94994599999998,9
141,19020,35.582917,138.931227,9
142,19021,35.306754999999995,138.44694099999998,3
143,20001,36.585417,138.052742,0
144,20002,36.526393299999995,137.9581356,0
145,20003,36.9884835,138.58167980000002,8
146,20004,36.1063466,137.9881908,0
147,20005,36.3970744,137.8846375,0
148,20006,36.6037997,138.0161699,0
149,20007,36.3347839,138.3595655,11
150,20008,36.65359,137.8473274,0
151,20009,36.8005161,138.322324,8
152,20010,36.2729409,138.2575884,11
153,20011,36.2575102,138.40430680000003,11
154,20012,36.2934956,137.87771999999998,0
155,20013,36.396278,137.867643,0
156,20014,36.1533265,137.75209719999998,0
157,20015,36.7413505,138.40462209999998,8
158,20016,36.407121999999994,138.205586,11
159,20017,35.8632686,138.2769108,3
160,20018,36.8182909,138.1901619,8
