lon,lat,route
139.782075,35.686245,1
138.052742,36.585417,2
138.0161699,36.6037997,3
137.9905563,36.6132998,4
137.9004404,36.8452608,5
137.8473274,36.65359,6
137.895563,36.6053378,7
137.9581356,36.5263933,8
138.0121237,36.4263776,9
137.931402,36.424401,10
137.8846375,36.3970744,11
137.867643,36.396278,12
137.87772,36.2934956,13
137.7520972,36.1533265,14
137.9027543,36.148281,15
137.9881908,36.1063466,16
