lon,lat,route
139.782075,35.686245,1
139.8439449,35.1430213,2
139.8371002,35.1279707,3
139.8556137,35.1005082,4
139.8603645,35.0577165,5
139.8948453,35.0341006,6
139.8371306,35.0376773,7
139.8216178,34.9398785,8
139.8773874,34.9062489,9
139.9520926,34.9299008,10
139.9752655,35.0087388,11
140.02057,35.042582,12
140.0770891,35.0638015,13
140.069545,35.198557,14
140.258616,35.254825,15
140.3036799,35.352183,16
140.052479,35.359948,17
140.109646,35.4638588,18
