lon,lat,route
139.782075,35.686245,1
139.2771732,35.4825222,2
139.0156098,35.1867643,3
139.0314839,35.3798757,4
138.989848,35.503387,5
138.931227,35.582917,6
138.8019802,35.4591861,7
138.698504,35.480152,8
138.7343049,35.5043462,9
138.7927141,35.6359342,10
138.923819,35.78926,11
138.949946,35.75396,12
139.3414749,35.6866238,13
